YEAR,FACILITY_ID,AI_ID,PERMIT_TYPE,FACILITY_NAME,INDUSTRY_TYPE,NAICS_CODE,POLLUTANT,EMISSIONS (TONS),EMISSIONS (LB),COUNTY,ZIP_CODE,LONGITUDE,LATITUDE,-93.228638,
2017,12300515,4422,D,Land O'Lakes - Arden Hills,Manufacturing,311512,Ammonia,0.00028368,0.56736,Ramsey,55112,-93.1504,45.0631,,
2017,12300668,5116,D,MAACO Auto Painting - Little Canada,Other,811121,Ammonia,0,0,Ramsey,55117,-93.09675826,45.03968005,,
2017,12300702,7148,C,MNDOT Metro Div Hq - Waters Edge Bldg,Other,921190,Ammonia,0.003519727,7.039454,Ramsey,55113,-93.1638,45.0123,,
2017,12300718,2556,R,Hood Packaging Corp - Arden Hills,Manufacturing,323111,Ammonia,0.68094,1361.88,Ramsey,55112,-93.18075237,45.07060129,,
2017,12300615,2140,D,Curtis 1000,Manufacturing,323111,Ammonia,0.005527,11.054,Ramsey,55112,-93.1922,45.0542,,
2017,12300491,1249,D,3M - Bldg 76,Manufacturing,313230,Ammonia,0.009835,19.67,Ramsey,55107,-93.07428353,44.94358342,,
2017,12300433,619,C,Minnesota Historical Society,Other,712120,Ammonia,0.0055047,11.0094,Ramsey,55102,-93.1054,44.9496,,
2017,12300601,124877,R,Splash Products,Manufacturing,325612,Ammonia,0.04213,84.26,Ramsey,55117,-93.0984,44.979,,
2017,12300139,2462,D,St Joseph's Hospital - HealthEast,Other,622110,Ammonia,0.0529875,105.975,Ramsey,55102,-93.1011,44.9469,,
2017,12300060,124865,C,United & Children's Hospital,Other,622110,Ammonia,0.019427,38.854,Ramsey,55102,-93.1088,44.9427,,
2017,12300774,145630,D,Metal Finishers Inc,Manufacturing,332812,Ammonia,0.004394,8.788,Ramsey,55112,-93.1964,45.0947,,
2017,12300735,6948,D,PACE Industries - St Paul Division,Manufacturing,331523,Ammonia,0.00512,10.24,Ramsey,55126,-93.1484,45.0543,,
2017,12300187,727,D,Gavilon Grain LLC dba Peavey Co Red Rock,Other,488320,Ammonia,0,0,Ramsey,55119,-93.02,44.9085,,
2017,12300755,26591,D,Central Sandblasting Co,Manufacturing,332812,Ammonia,0.007798,15.596,Ramsey,55112,-93.1974,45.0941,,
2017,12300498,1891,D,Impressions Inc - St Paul,Manufacturing,323111,Ammonia,0.006784,13.568,Ramsey,55114,-93.2036,44.9729,,
2017,12300020,833,D,ADM Grain - St Paul - Elevator D,Other,424510,Ammonia,0,0,Ramsey,55102,-93.124,44.924,,
2017,12300069,425,R,NuStar - Roseville Products Terminal,Other,486910,Ammonia,0,0,Ramsey,55113,-93.1948,45.0175,,
2017,12300343,777,D,Hawkins - Terminal 1,Manufacturing,325180,Ammonia,0.02051,41.02,Ramsey,55106,-93.05,44.9381,,
2017,12300398,1431,D,Nexeo Solutions LLC - Saint Paul,Other,424690,Ammonia,0.003552,7.104,Ramsey,55102,-93.1164,44.9285,,
2017,12300703,7150,D,The Specialty Manufacturing Co,Manufacturing,332710,Ammonia,0.001691,3.382,Ramsey,55127,-93.0547,45.118,,
2017,12300056,1020,D,Pier Foundry & Pattern Shop,Manufacturing,331511,Ammonia,1.044808,2089.616,Ramsey,55107,-93.0812,44.9443,,
2017,12300606,2221,D,Tursso Companies Inc,Manufacturing,323111,Ammonia,0,0,Ramsey,55107,-93.0788,44.9398,,
2017,12300600,2225,C,US Bank,Other,522110,Ammonia,0.008967,17.934,Ramsey,55108,-93.14928138,44.96913212,,
2017,12300733,80376,D,Woodcraft Industries Inc,Manufacturing,321911,Ammonia,0,0,Ramsey,55112,-93.197,45.0953,,
2017,12300717,38825,D,Metro Council - East Metro Transit,Other,485113,Ammonia,0.0169316,33.8632,Ramsey,55130,-93.0885,44.9642,,
2017,12300391,2000,R,Childs Road Terminal,Other,423320,Ammonia,0,0,Ramsey,55106,-93.047,44.931,,
2017,12300704,5304,R,Bimbo Bakeries USA Inc,Manufacturing,311812,Ammonia,0.06024,120.48,Ramsey,55113,-93.1944,45.0234,,
2017,12300108,332,C,Hamline University,Other,611310,Ammonia,0.03248,64.96,Ramsey,55104,-93.16542871,44.96640101,,
2017,12300690,150894,NM,Crushers Inc - Nonmetallic,Mining,212321,Ammonia,0.01969,39.38,Ramsey,55109,-93.00099504,45.01131273,,
2017,12300062,2500,C,Johnson Brothers Liquor Co,Manufacturing,323111,Ammonia,0.003094,6.188,Ramsey,55116,-93.15362826,44.90528099,,
2017,12300624,2098,D,Brown-Wilbert Vault Co - Roseville,Manufacturing,327390,Ammonia,0.00256,5.12,Ramsey,55113,-93.156,45.0096,,
2017,12300666,140,D,Buerkle Hyundai-Honda Co,Other,441110,Ammonia,0.005352,10.704,Ramsey,55110,-93.0372,45.0421,,
2017,12300347,547,R,Commercial Asphalt Co - Plant 905,Manufacturing,324121,Ammonia,0.001566,3.132,Ramsey,55119,-93.0198,44.9009,,
2017,12300002,2480,D,Artistic Finishes Inc - Roseville,Manufacturing,321999,Ammonia,0.007542,15.084,Ramsey,55113,-93.1934,45.0127,,
2017,12300746,22891,D,Modern Press Inc,Manufacturing,323111,Ammonia,0,0,Ramsey,55112,-93.1985,45.049,,
2017,12300603,2583,D,"Modernistic, Inc.",Manufacturing,323113,Ammonia,0.0007498,1.4996,Ramsey,55126,-93.1219,45.0524,,
2017,12300763,119521,D,Strategic Materials Inc - Saint Paul Plant,Other,423930,Ammonia,0.01771,35.42,Ramsey,55130,-93.0928,44.9634,,
2017,12300772,138592,D,UFP White Bear Lake LLC,Manufacturing,321114,Ammonia,0,0,Ramsey,55110,-93.0268,45.0698,,
2017,12300488,4731,C,US Bank Center,Other,522110,Ammonia,0.002849,5.698,Ramsey,55101,-93.0919,44.9472,,
2017,12300273,221919,C,Rihm Kenworth - Coon Rapids,Other,423140,Ammonia,0.000892,1.784,Ramsey,55114,-93.18776653,44.95945554,,
2017,12300707,8073,R,Viking Drill & Tool Inc,Manufacturing,333515,Ammonia,0,0,Ramsey,55107,-93.07668258,44.9357307,,
2017,12300602,752,R,Interplastic Corp - Vadnais Hghts Plant,Manufacturing,325991,Ammonia,0.002272,4.544,Ramsey,55110,-93.05008361,45.04677447,,
2017,12300333,175,C,Energy Park Utility Co,Utilities,221330,Ammonia,0.016058,32.116,Ramsey,55108,-93.16363498,44.97070512,,
2017,12300254,740,D,HealthEast Midway Health Services,Other,622110,Ammonia,0.0603265,120.653,Ramsey,55104,-93.1715,44.9539,,
2017,12300093,1954,D,Bethesda Rehabilitation Hospital,Other,622110,Ammonia,0.004034742,8.069484,Ramsey,55103,-93.103,44.9583,,
2017,12300353,2001,R,Continental Cement Co,Other,423320,Ammonia,0,0,Ramsey,55119,-93.0181,44.8987,,
2017,12300734,29024,D,Alter River Terminal,Other,424910,Ammonia,0,0,Ramsey,55107,-93.0578,44.9229,,
2017,12300741,24696,R,Contanda Terminals - Saint Paul 1,Other,493190,Ammonia,0.03469,69.38,Ramsey,55106,-93.0471,44.9315,,
2017,12300012,2347,R,Xcel Energy - High Bridge Generating Plant,Utilities,221112,Ammonia,62.55235686,125104.7137,Ramsey,55102,-93.1116,44.9315,,
2017,12300770,4688,D,Multi-Clean,Manufacturing,325612,Ammonia,0,0,Ramsey,55126,-93.126,45.0484,,
2017,12300640,4641,D,St John's Hospital (HealthEast),Other,622110,Ammonia,0.061385,122.77,Ramsey,55109,-93.0336,45.0288,,
2017,12300045,331,C,St. Catherine University,Other,611310,Ammonia,0.01786,35.72,Ramsey,55105,-93.1842,44.926,,
2017,12300070,1869,R,Magellan Pipeline Co LP - Saint Paul Terminal,Other,486910,Ammonia,0,0,Ramsey,55113,-93.1971,45.0241,,
2017,12300030,2255,D,Regions Hospital,Other,622110,Ammonia,0.2305912,461.1824,Ramsey,55101,-93.09423904,44.95616324,,
2017,12300619,1414,D,Vomela Specialty Co,Manufacturing,323111,Ammonia,0,0,Ramsey,55107,-93.0792,44.9428,,
2017,12300425,2245,D,Metro Transit - Overhaul Base,Other,485113,Ammonia,0.03158,63.16,Ramsey,55114,-93.18874041,44.9571999,,
2017,00300238,3243,R,Carley Foundry Inc,Manufacturing,331524,Ammonia,0.095763013,191.526026,Ramsey,55449,-93.1971,45.1219,,
2017,12300474,4736,C,ISD 623 - Parkview Center School,Other,611110,Ammonia,0.00491,9.82,Ramsey,55113,-93.1297,45.0079,,
2017,12300341,2005,R,Water Gremlin Co,Manufacturing,331523,Ammonia,0,0,Ramsey,55110,-93.0321,45.0745,,
2017,12300773,144123,R,LaMettry's Collision Inc - New Brighton,Other,811121,Ammonia,0.00392,7.84,Ramsey,55112,-93.2201,45.0658,,
2017,12300323,663,D,International Paper Co,Pulp & Paper,322211,Ammonia,0.310928,621.856,Ramsey,55112,-93.1553,45.0564,,
2017,12300605,2018,D,Americraft Carton Inc,Manufacturing,323111,Ammonia,0.00656,13.12,Ramsey,55107,-93.0745,44.9447,,
2017,12300489,7166,C,State of MN - Transportation Bldg,Utilities,221121,Ammonia,0.00173,3.46,Ramsey,55155,-93.10465436,44.95325672,,
2017,05300847,1417,D,Twin City Die Castings Co,Manufacturing,331523,Ammonia,0.0608,121.6,Ramsey,55414,-93.2067,44.9907,,
2017,12300042,679,C,Macalester College,Other,611310,Ammonia,0.004725785,9.45157,Ramsey,55105,-93.1692,44.9398,,
2017,12300638,1993,D,Raymond Autobody Inc,Other,811121,Ammonia,0.0092,18.4,Ramsey,55104,-93.1453,44.9668,,
2017,12300057,589,R,Rayven Inc,Manufacturing,326113,Ammonia,0.009344,18.688,Ramsey,55104,-93.1524,44.9545,,
2017,12300053,2595,R,Met Council Metropolitan WWTP,Utilities,221320,Ammonia,4.55228912,9104.57824,Ramsey,55106,-93.04529355,44.92579687,,
2017,12300636,1305,D,Xcel Energy - Rice Street Service Center,Utilities,221121,Ammonia,0.0078668,15.7336,Ramsey,55117,-93.1071,44.9663,,
2017,12300626,2096,D,Certified Painting Inc,Manufacturing,332710,Ammonia,0.006437,12.874,Ramsey,55113,-93.1846,45.0286,,
2017,12300738,96177,D,Custom Millwork Inc,Manufacturing,321911,Ammonia,0,0,Ramsey,55109,-92.9991,45.0109,,
2017,12300709,5316,D,LaMettry's Collision Inc - Maplewood,Other,811121,Ammonia,0.005387,10.774,Ramsey,55109,-93.0468,45.0304,,
2017,12300496,747,D,HB Fuller Co - Corporate Campus- Vadnais,Manufacturing,325520,Ammonia,0.063112,126.224,Ramsey,55110,-93.0512,45.0453,,
2017,12300695,135601,D,Health Systems Cooperative Laundries,Other,812332,Ammonia,0.1401,280.2,Ramsey,55106,-93.0711,44.9644,,
2017,12300457,174,D,Huot Manufacturing Co,Manufacturing,332510,Ammonia,0.006744,13.488,Ramsey,55104,-93.17404753,44.95778814,,
2017,12300015,145433,R,3M - R & D Facility - Maplewood Bldg 201,Pulp & Paper,322220,Ammonia,0.01954,39.08,Ramsey,55144,-93.0032,44.9516,,
2017,12300621,3932,D,Computype Inc,Manufacturing,326113,Ammonia,0.008464,16.928,Ramsey,55113,-93.1962,45.0217,,
2017,05300499,187,R,Co-Operative Plating Co,Manufacturing,332813,Ammonia,0.05398,107.96,Ramsey,55104,-93.1685,44.9496,,
2017,12300777,93212,D,Cummins NPower,Manufacturing,333618,Ammonia,0.00829814,16.59628,Ramsey,55110,-93.0343,45.0388,,
2017,12300764,131464,D,Baldinger Bakery,Manufacturing,311812,Ammonia,0.03963,79.26,Ramsey,55106,-93.0463,44.9701,,
2017,12300776,4948,D,Saint Paul Regional Water Services McCarron WTP,Utilities,221310,Ammonia,0.05429,108.58,Ramsey,55113,-93.1011,44.9955,,
2017,12300625,5269,D,Simcote Inc,Manufacturing,332811,Ammonia,0,0,Ramsey,55119,-93.0155,44.8917,,
2017,12300088,3518,R,Northern Iron of St Paul LLC,Manufacturing,331511,Ammonia,0.020672,41.344,Ramsey,55106,-93.06095261,44.96755284,,
2017,12300490,1962,D,Old Dutch Foods Inc,Manufacturing,311919,Ammonia,0.04576,91.52,Ramsey,55113,-93.2006,45.0157,,
2017,12300268,28,D,Pearson Candy Co,Manufacturing,311340,Ammonia,0.03355,67.1,Ramsey,55116,-93.1576,44.9067,,
2017,12300420,1413,D,Century Link - St Paul Market St,Other,517311,Ammonia,0.02522,50.44,Ramsey,55102,-93.0954,44.9439,,
2017,12300292,2304,R,Wolkerstorfer Co Inc,Manufacturing,332812,Ammonia,0.012688,25.376,Ramsey,55112,-93.1906,45.0494,,
2017,12300410,2477,R,WestRock MN Corp,Pulp & Paper,322130,Ammonia,3.66948,7338.96,Ramsey,55114,-93.1954,44.9603,,
2017,12300213,824,D,Flint Hills Resources Pine Bend LLC - St Paul,Manufacturing,324199,Ammonia,0.02853,57.06,Ramsey,55106,-93.0469,44.931,,
2017,12300063,4228,R,District Energy St Paul Inc-Hans O Nyman,Utilities,221330,Ammonia,9.1414064,18282.8128,Ramsey,55102,-93.0965,44.943,,
2017,05300004,718,D,Schwing America Inc,Manufacturing,333120,Ammonia,0.02243,44.86,Ramsey,55127,-93.05414979,45.11971315,,
2017,12300458,1849,D,International Paper Co - Container,Pulp & Paper,322211,Ammonia,0.187144,374.288,Ramsey,55110,-93.0292,45.091,,
2017,12300411,1936,D,3M Company Building 75,Manufacturing,325412,Ammonia,0.01059,21.18,Ramsey,55107,-93.0915,44.9385,,
2017,12300462,1248,D,Amidon Graphics,Manufacturing,323111,Ammonia,0.01611,32.22,Ramsey,55116,-93.15225847,44.90852302,,
2017,12300681,1507,C,White Bear Lake High School - S Campus,Other,611110,Ammonia,0.005564,11.128,Ramsey,55110,-93.0073,45.0484,,
2017,12300769,139243,D,Minnesota Army National Guard AASF1-Holman Field,Other,928110,Ammonia,0.0096,19.2,Ramsey,55109,-93.0698,44.9385,,
2017,12300731,31071,C,Structural Wood Corp,Other,423310,Ammonia,0,0,Ramsey,55110,-93.052,45.0614,,
2017,12300149,4383,HM,TA Schifsky & Sons Inc,Manufacturing,324121,Ammonia,0,0,Ramsey,55109,-93.00100448,45.01131608,,
2017,12300614,2133,D,Quality Manufacturing Inc,Manufacturing,339950,Ammonia,0.008688,17.376,Ramsey,55110,-93.06025297,45.04000548,,
2017,12300054,431,R,Rexam Beverage Can Co - St Paul,Manufacturing,332431,Ammonia,0.11091,221.82,Ramsey,55107,-93.0823,44.9404,,
2017,12300632,22,D,PACAL LLC,Manufacturing,333120,Ammonia,0.0040714,8.1428,Ramsey,55113,-93.206,45.0057,,
2017,12300622,4480,D,Cardiac Pacemakers Inc/Boston Scientific,Manufacturing,33451,Carbon Monoxide,3.868323,7736.646,Ramsey,55112,-93.156,45.0659,,
2017,12300320,4636,D,Cemstone Products - Childs Rd,Manufacturing,327320,Carbon Monoxide,0.1229,245.8,Ramsey,55106,-93.0532,44.9432,,
2017,12300001,376,R,St Paul Brass & Aluminum Foundry,Manufacturing,331524,Carbon Monoxide,0.21836,436.72,Ramsey,55104,-93.1405,44.9626,,
2017,12300233,748,R,Great Western Dock & Terminal,Other,488320,Carbon Monoxide,0,0,Ramsey,55106,-93.051,44.9396,,
2017,12300726,93783,NM,FRA-DOR Inc,Mining,212321,Carbon Monoxide,0.7669,1533.8,Ramsey,55117,-93.0938,45.0361,,
2017,12300721,3546,D,Saputo Dairy Foods USA LLC,Manufacturing,311511,Carbon Monoxide,4.704,9408,Ramsey,55110,-93.0269,45.0636,,
2017,12300436,330,C,Bethel University,Other,611310,Carbon Monoxide,3.1555,6311,Ramsey,55112,-93.1622,45.0579,,
2017,12300680,4124,D,Brenntag Great Lakes LLC,Other,424690,Carbon Monoxide,0.2303,460.6,Ramsey,55108,-93.1907,44.9732,,
2017,12300694,47995,R,3M - Maplewood,Pulp & Paper,322220,Carbon Monoxide,42.9624,85924.8,Ramsey,55144,-93.00487518,44.95030212,,
2017,12300007,1040,R,Aggregate Industries Inc - Yard A,Mining,212321,Carbon Monoxide,0.02503,50.06,Ramsey,55106,-93.0476,44.9346,,
2017,12300298,1437,C,St Paul/Ramsey County Public Health,Other,624230,Carbon Monoxide,0.116123,232.246,Ramsey,55101,-93.0984,44.9507,,
2017,12300288,722,R,Twin City Concrete Products Co - Saint Paul,Manufacturing,327320,Carbon Monoxide,0,0,Ramsey,55117,-93.0974,44.9825,,
2017,12300747,41561,D,Abbott - Woodridge CTC,Manufacturing,339112,Carbon Monoxide,0.783635,1567.27,Ramsey,55117,-93.0929,45.0088,,
2017,12300022,931,D,University of St Thomas,Other,611310,Carbon Monoxide,2.3243,4648.6,Ramsey,55105,-93.1897,44.944,,
2017,12300688,978,D,CHS Inc,Other,424910,Carbon Monoxide,0,0,Ramsey,55107,-93.0744,44.9446,,
2017,12300055,596,R,Gerdau Ameristeel US Inc - Saint Paul Mill,Manufacturing,331110,Carbon Monoxide,186.097,372194,Ramsey,55119,-93.0106,44.8954,,
2017,05300246,3568,D,Happy's Potato Chip Co,Manufacturing,311919,Carbon Monoxide,3.8739225,7747.845,Ramsey,55421,-93.2125,45.0392,,
2017,12300761,133496,R,Univar USA Inc - Saint Paul Facility,Other,424690,Carbon Monoxide,0,0,Ramsey,55130,-93.0866,44.9653,,
2017,12300473,4737,C,ISD 623 - Roseville Area Middle School,Other,611110,Carbon Monoxide,0.66875,1337.5,Ramsey,55117,-93.0997,45.0148,,
2017,12300740,85402,D,Wells Fargo Operations Center,Other,522110,Carbon Monoxide,1.123775,2247.55,Ramsey,55126,-93.178,45.1224,,
2017,12300049,3941,D,Curtis-Wright Surface Technologies,Manufacturing,332812,Carbon Monoxide,0.3843,768.6,Ramsey,55112,-93.189,45.0859,,
2017,12300344,2108,D,GLS Companies - Saint Paul,Manufacturing,323111,Carbon Monoxide,0.0642,128.4,Ramsey,55108,-93.15350337,44.97012492,,
2017,12300515,4422,D,Land O'Lakes - Arden Hills,Manufacturing,311512,Carbon Monoxide,0.01036342,20.72684,Ramsey,55112,-93.1504,45.0631,,
2017,12300668,5116,D,MAACO Auto Painting - Little Canada,Other,811121,Carbon Monoxide,0,0,Ramsey,55117,-93.09675826,45.03968005,,
2017,12300702,7148,C,MNDOT Metro Div Hq - Waters Edge Bldg,Other,921190,Carbon Monoxide,0.143323,286.646,Ramsey,55113,-93.1638,45.0123,,
2017,12300718,2556,R,Hood Packaging Corp - Arden Hills,Manufacturing,323111,Carbon Monoxide,1.5168,3033.6,Ramsey,55112,-93.18075237,45.07060129,,
2017,12300615,2140,D,Curtis 1000,Manufacturing,323111,Carbon Monoxide,0.9475,1895,Ramsey,55112,-93.1922,45.0542,,
2017,12300491,1249,D,3M - Bldg 76,Manufacturing,313230,Carbon Monoxide,0.2582,516.4,Ramsey,55107,-93.07428353,44.94358342,,
2017,12300433,619,C,Minnesota Historical Society,Other,712120,Carbon Monoxide,0.754653,1509.306,Ramsey,55102,-93.1054,44.9496,,
2017,12300601,124877,R,Splash Products,Manufacturing,325612,Carbon Monoxide,0,0,Ramsey,55117,-93.0984,44.979,,
2017,12300139,2462,D,St Joseph's Hospital - HealthEast,Other,622110,Carbon Monoxide,0.72732315,1454.6463,Ramsey,55102,-93.1011,44.9469,,
2017,12300060,124865,C,United & Children's Hospital,Other,622110,Carbon Monoxide,2.38054,4761.08,Ramsey,55102,-93.1088,44.9427,,
2017,12300774,145630,D,Metal Finishers Inc,Manufacturing,332812,Carbon Monoxide,0.1153,230.6,Ramsey,55112,-93.1964,45.0947,,
2017,12300735,6948,D,PACE Industries - St Paul Division,Manufacturing,331523,Carbon Monoxide,0.1344,268.8,Ramsey,55126,-93.1484,45.0543,,
2017,12300187,727,D,Gavilon Grain LLC dba Peavey Co Red Rock,Other,488320,Carbon Monoxide,0,0,Ramsey,55119,-93.02,44.9085,,
2017,12300755,26591,D,Central Sandblasting Co,Manufacturing,332812,Carbon Monoxide,0.2047,409.4,Ramsey,55112,-93.1974,45.0941,,
2017,12300498,1891,D,Impressions Inc - St Paul,Manufacturing,323111,Carbon Monoxide,0.1781,356.2,Ramsey,55114,-93.2036,44.9729,,
2017,12300020,833,D,ADM Grain - St Paul - Elevator D,Other,424510,Carbon Monoxide,0,0,Ramsey,55102,-93.124,44.924,,
2017,12300069,425,R,NuStar - Roseville Products Terminal,Other,486910,Carbon Monoxide,19.236,38472,Ramsey,55113,-93.1948,45.0175,,
2017,12300343,777,D,Hawkins - Terminal 1,Manufacturing,325180,Carbon Monoxide,0.5384,1076.8,Ramsey,55106,-93.05,44.9381,,
2017,12300398,1431,D,Nexeo Solutions LLC - Saint Paul,Other,424690,Carbon Monoxide,0.09324,186.48,Ramsey,55102,-93.1164,44.9285,,
2017,12300703,7150,D,The Specialty Manufacturing Co,Manufacturing,332710,Carbon Monoxide,0.04439,88.78,Ramsey,55127,-93.0547,45.118,,
2017,12300056,1020,D,Pier Foundry & Pattern Shop,Manufacturing,331511,Carbon Monoxide,0.2575,515,Ramsey,55107,-93.0812,44.9443,,
2017,12300606,2221,D,Tursso Companies Inc,Manufacturing,323111,Carbon Monoxide,0,0,Ramsey,55107,-93.0788,44.9398,,
2017,12300600,2225,C,US Bank,Other,522110,Carbon Monoxide,0.402,804,Ramsey,55108,-93.14928138,44.96913212,,
2017,12300733,80376,D,Woodcraft Industries Inc,Manufacturing,321911,Carbon Monoxide,0,0,Ramsey,55112,-93.197,45.0953,,
2017,12300717,38825,D,Metro Council - East Metro Transit,Other,485113,Carbon Monoxide,0.44405,888.1,Ramsey,55130,-93.0885,44.9642,,
2017,12300391,2000,R,Childs Road Terminal,Other,423320,Carbon Monoxide,0,0,Ramsey,55106,-93.047,44.931,,
2017,12300704,5304,R,Bimbo Bakeries USA Inc,Manufacturing,311812,Carbon Monoxide,1.5812,3162.4,Ramsey,55113,-93.1944,45.0234,,
2017,12300108,332,C,Hamline University,Other,611310,Carbon Monoxide,3.49635,6992.7,Ramsey,55104,-93.16542871,44.96640101,,
2017,12300690,150894,NM,Crushers Inc - Nonmetallic,Mining,212321,Carbon Monoxide,0.8827,1765.4,Ramsey,55109,-93.00099504,45.01131273,,
2017,12300062,2500,C,Johnson Brothers Liquor Co,Manufacturing,323111,Carbon Monoxide,0.5305,1061,Ramsey,55116,-93.15362826,44.90528099,,
2017,12300624,2098,D,Brown-Wilbert Vault Co - Roseville,Manufacturing,327390,Carbon Monoxide,0.0672,134.4,Ramsey,55113,-93.156,45.0096,,
2017,12300666,140,D,Buerkle Hyundai-Honda Co,Other,441110,Carbon Monoxide,0.1405,281,Ramsey,55110,-93.0372,45.0421,,
2017,12300347,547,R,Commercial Asphalt Co - Plant 905,Manufacturing,324121,Carbon Monoxide,31.6102,63220.4,Ramsey,55119,-93.0198,44.9009,,
2017,12300002,2480,D,Artistic Finishes Inc - Roseville,Manufacturing,321999,Carbon Monoxide,0.198,396,Ramsey,55113,-93.1934,45.0127,,
2017,12300746,22891,D,Modern Press Inc,Manufacturing,323111,Carbon Monoxide,0,0,Ramsey,55112,-93.1985,45.049,,
2017,12300603,2583,D,"Modernistic, Inc.",Manufacturing,323113,Carbon Monoxide,0.01968,39.36,Ramsey,55126,-93.1219,45.0524,,
2017,12300763,119521,D,Strategic Materials Inc - Saint Paul Plant,Other,423930,Carbon Monoxide,0.4649,929.8,Ramsey,55130,-93.0928,44.9634,,
2017,12300772,138592,D,UFP White Bear Lake LLC,Manufacturing,321114,Carbon Monoxide,0,0,Ramsey,55110,-93.0268,45.0698,,
2017,12300488,4731,C,US Bank Center,Other,522110,Carbon Monoxide,0.4885,977,Ramsey,55101,-93.0919,44.9472,,
2017,12300273,221919,C,Rihm Kenworth - Coon Rapids,Other,423140,Carbon Monoxide,0.1529,305.8,Ramsey,55114,-93.18776653,44.95945554,,
2017,12300707,8073,R,Viking Drill & Tool Inc,Manufacturing,333515,Carbon Monoxide,0,0,Ramsey,55107,-93.07668258,44.9357307,,
2017,12300602,752,R,Interplastic Corp - Vadnais Hghts Plant,Manufacturing,325991,Carbon Monoxide,0.05964,119.28,Ramsey,55110,-93.05008361,45.04677447,,
2017,12300333,175,C,Energy Park Utility Co,Utilities,221330,Carbon Monoxide,2.14017,4280.34,Ramsey,55108,-93.16363498,44.97070512,,
2017,12300254,740,D,HealthEast Midway Health Services,Other,622110,Carbon Monoxide,1.56455,3129.1,Ramsey,55104,-93.1715,44.9539,,
2017,12300093,1954,D,Bethesda Rehabilitation Hospital,Other,622110,Carbon Monoxide,0.10582693,211.65386,Ramsey,55103,-93.103,44.9583,,
